seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	4643229	4643342	114	*	X1976	84225	4643310	4649414	6105	+	0	overlapStart	0	ZMYND15
chr17	7199738	7199812	75	*	X1977	51087	7191571	7197876	6306	-	1861	upstream	1861	YBX2
chr17	8028916	8029016	101	*	X1979	84667	8023908	8027410	3503	-	1505	upstream	1505	HES7
chr17	19771320	19771330	11	*	X1988	9706	19674143	19771239	97097	-	80	upstream	80	ULK2
chr17	19771391	19771434	44	*	X1989	9706	19674143	19771239	97097	-	151	upstream	151	ULK2
chr17	21187603	21187630	28	*	X1990	5606	21187968	21218551	30584	+	337	upstream	337	MAP2K3
chr17	27893630	27893880	251	*	X1994	116236	27887689	27894042	6354	-	0	inside	161	ABHD15
chr17	27893630	27893880	251	*	X1994	90313	27895739	27900175	4437	+	1858	upstream	1858	TP53I13
chr17	29248748	29248779	32	*	X1996	55803	29248754	29286211	37458	+	0	overlapStart	0	ADAP2
chr17	36831377	36831532	156	*	X2001	100170841	36827959	36831187	3229	-	189	upstream	189	EPOP
chr17	37381784	37382040	257	*	X2002	342667	37366789	37382040	15252	-	0	inside	0	STAC2
chr17	38020316	38020633	318	*	X2003	22806	37913968	38020441	106474	-	0	overlapStart	0	IKZF3
chr17	38256710	38256864	155	*	X2004	9572	38249037	38256978	7942	-	0	inside	113	NR1D1
chr17	39890714	39890843	130	*	X2015	9001	39878891	39890898	12008	-	0	inside	54	HAP1
chr17	39890960	39890971	12	*	X2016	9001	39878891	39890898	12008	-	61	upstream	61	HAP1
chr17	46620578	46621160	583	*	X2032	100874362	46621713	46628603	6891	+	552	upstream	552	HOXB-AS1
chr17	48045637	48045703	67	*	X2035	1748	48046562	48052323	5762	+	858	upstream	858	DLX4
chr17	48045732	48045796	65	*	X2036	1748	48046562	48052323	5762	+	765	upstream	765	DLX4
chr17	48045898	48045920	23	*	X2037	1748	48046562	48052323	5762	+	641	upstream	641	DLX4
chr17	48046724	48046742	19	*	X2038	1748	48046562	48052323	5762	+	0	inside	161	DLX4
chr17	48046832	48046863	32	*	X2039	1748	48046562	48052323	5762	+	0	inside	269	DLX4
chr17	48072434	48072714	281	*	X2040	1747	48067369	48072588	5220	-	0	overlapStart	0	DLX3
chr17	48227398	48227579	182	*	X2043	84687	48211101	48227877	16777	-	0	inside	297	PPP1R9B
chr17	53342131	53342315	185	*	X2047	3131	53342321	53402426	60106	+	5	upstream	5	HLF
chr17	53342390	53342634	245	*	X2048	3131	53342321	53402426	60106	+	0	inside	68	HLF
chr17	54912378	54912419	42	*	X2052	339210	54869274	54911256	41983	-	1121	upstream	1121	C17orf67
chr17	54912471	54912485	15	*	X2053	339210	54869274	54911256	41983	-	1214	upstream	1214	C17orf67
chr17	54991299	54991323	25	*	X2054	7706	54965270	54991409	26140	-	0	inside	85	TRIM25
chr17	57642632	57642834	203	*	X2056	79665	57642886	57685713	42828	+	51	upstream	51	DHX40
chr17	64961085	64961484	400	*	X2064	27092	64960980	65029518	68539	+	0	inside	104	CACNG4
chr17	68164818	68164837	20	*	X2069	3759	68164814	68176183	11370	+	0	inside	3	KCNJ2
chr17	68164949	68164965	17	*	X2070	3759	68164814	68176183	11370	+	0	inside	134	KCNJ2
chr17	72427436	72427538	103	*	X2072	55890	72427667	72446720	19054	+	128	upstream	128	GPRC5C
chr17	72427862	72427907	46	*	X2073	55890	72427667	72446720	19054	+	0	inside	194	GPRC5C
chr17	72427931	72428133	203	*	X2074	55890	72427667	72446720	19054	+	0	inside	263	GPRC5C
chr17	72667205	72667489	285	*	X2075	326624	72667256	72743474	76219	+	0	overlapStart	0	RAB37
chr17	72919830	72919862	33	*	X2079	124590	72912176	72919351	7176	-	478	upstream	478	USH1G
chr17	72919830	72919862	33	*	X2079	92736	72920370	72930006	9637	+	507	upstream	507	OTOP2
chr17	73717051	73717151	101	*	X2080	3691	73717516	73753899	36384	+	364	upstream	364	ITGB4
chr17	73874437	73874456	20	*	X2084	91107	73870245	73874656	4412	-	0	inside	199	TRIM47
chr17	73874499	73874523	25	*	X2085	91107	73870245	73874656	4412	-	0	inside	132	TRIM47
chr17	74136114	74136259	146	*	X2086	100507218	74136637	74150729	14093	+	377	upstream	377	RNF157-AS1
chr17	74136541	74136733	193	*	X2087	100507218	74136637	74150729	14093	+	0	overlapStart	0	RNF157-AS1
chr17	77770619	77770687	69	*	X2092	57332	77768176	77770915	2740	-	0	inside	227	CBX8
chr17	79139509	79139545	37	*	X2096	388428	79139307	79156964	17658	+	0	inside	201	PVALEF
chr17	79139559	79139609	51	*	X2097	388428	79139307	79156964	17658	+	0	inside	251	PVALEF
chr17	79139559	79139609	51	*	X2097	9625	79091096	79139872	48777	-	0	inside	262	AATK
chr17	79360424	79360439	16	*	X2104	100130370	79349699	79359160	9462	-	1263	upstream	1263	LOC100130370
chr17	79360497	79360532	36	*	X2105	100130370	79349699	79359160	9462	-	1336	upstream	1336	LOC100130370
chr18	11689022	11689067	46	*	X2114	2774	11689014	11885683	196670	+	0	inside	7	GNAL
chr18	19749156	19749211	56	*	X2115	100128893	19746859	19748929	2071	-	226	upstream	226	GATA6-AS1
chr18	19749156	19749211	56	*	X2115	2627	19749404	19782491	33088	+	192	upstream	192	GATA6
chr18	19749257	19749292	36	*	X2116	100128893	19746859	19748929	2071	-	327	upstream	327	GATA6-AS1
chr18	19749257	19749292	36	*	X2116	2627	19749404	19782491	33088	+	111	upstream	111	GATA6
chr18	21269464	21269557	94	*	X2120	3909	21269562	21535029	265468	+	4	upstream	4	LAMA3
chr18	21269601	21269628	28	*	X2121	3909	21269562	21535029	265468	+	0	inside	38	LAMA3
chr18	31804698	31804783	86	*	X2126	8715	31431064	31803515	372452	-	1182	upstream	1182	NOL4
chr18	32557006	32557071	66	*	X2127	10982	32556892	32723432	166541	+	0	inside	113	MAPRE2
chr18	43652150	43652392	243	*	X2129	9050	43563502	43652250	88749	-	0	overlapStart	0	PSTPIP2
chr18	43652649	43652679	31	*	X2130	9050	43563502	43652250	88749	-	398	upstream	398	PSTPIP2
chr18	47721297	47721334	38	*	X2135	4645	47349156	47721451	372296	-	0	inside	116	MYO5B
chr18	47721397	47721434	38	*	X2136	4645	47349156	47721451	372296	-	0	inside	16	MYO5B
chr18	60987900	60988103	204	*	X2138	596	60790579	60986657	196079	-	1242	upstream	1242	BCL2
chr18	60988145	60988277	133	*	X2139	596	60790579	60986657	196079	-	1487	upstream	1487	BCL2
chr18	60988289	60988330	42	*	X2140	596	60790579	60986657	196079	-	1631	upstream	1631	BCL2
chr18	72921636	72921738	103	*	X2144	10194	72922710	73001905	79196	+	971	upstream	971	TSHZ1
chr18	72921636	72921738	103	*	X2144	284273	72909278	72921281	12004	-	354	upstream	354	ZADH2
chr19	1491232	1491330	99	*	X2155	54760	1481427	1490410	8984	-	821	upstream	821	PCSK4
chr19	1491232	1491330	99	*	X2155	92840	1491165	1497924	6760	+	0	inside	66	REEP6
chr19	1491346	1491363	18	*	X2156	54760	1481427	1490410	8984	-	935	upstream	935	PCSK4
chr19	1491346	1491363	18	*	X2156	92840	1491165	1497924	6760	+	0	inside	180	REEP6
chr19	1568555	1568608	54	*	X2157	399664	1554668	1568057	13390	-	497	upstream	497	MEX3D
chr19	3869161	3869178	18	*	X2161	23217	3804022	3869027	65006	-	133	upstream	133	ZFR2
chr19	6531035	6531148	114	*	X2163	8744	6531010	6535939	4930	+	0	inside	24	TNFSF9
chr19	10515484	10515560	77	*	X2174	100302213	10514134	10514214	81	-	1269	upstream	1269	MIR1181
chr19	10515484	10515560	77	*	X2174	11140	10501809	10514271	12463	-	1212	upstream	1212	CDC37
chr19	10515594	10515616	23	*	X2175	100302213	10514134	10514214	81	-	1379	upstream	1379	MIR1181
chr19	10515594	10515616	23	*	X2175	11140	10501809	10514271	12463	-	1322	upstream	1322	CDC37
chr19	10527454	10527617	164	*	X2176	5141	10527449	10580307	52859	+	0	inside	4	PDE4A
chr19	12901937	12902010	74	*	X2179	3726	12902310	12904125	1816	+	299	upstream	299	JUNB
chr19	12902330	12902504	175	*	X2180	3726	12902310	12904125	1816	+	0	inside	19	JUNB
chr19	13029979	13030065	87	*	X2183	256126	13009894	13030086	20193	-	0	inside	20	SYCE2
chr19	13106058	13106171	114	*	X2184	4784	13106584	13209610	103027	+	412	upstream	412	NFIX
chr19	13106801	13107210	410	*	X2185	4784	13106584	13209610	103027	+	0	inside	216	NFIX
chr19	16435670	16435715	46	*	X2193	10365	16435651	16438339	2689	+	0	inside	18	KLF2
chr19	18112193	18112224	32	*	X2194	27106	18111944	18124911	12968	+	0	inside	248	ARRDC2
chr19	18529878	18530130	253	*	X2197	170463	18530146	18545372	15227	+	15	upstream	15	SSBP4
chr19	33166656	33167404	749	*	X2198	84079	33087907	33166102	78196	-	553	upstream	553	ANKRD27
chr19	33792284	33792525	242	*	X2199	80054	33793763	33795963	2201	+	1237	upstream	1237	CEBPA-DT
chr19	33792875	33793050	176	*	X2200	80054	33793763	33795963	2201	+	712	upstream	712	CEBPA-DT
chr19	33793148	33793207	60	*	X2201	1050	33790840	33793430	2591	-	0	inside	222	CEBPA
chr19	33793148	33793207	60	*	X2201	80054	33793763	33795963	2201	+	555	upstream	555	CEBPA-DT
chr19	33793302	33793316	15	*	X2202	1050	33790840	33793430	2591	-	0	inside	113	CEBPA
chr19	33793302	33793316	15	*	X2202	80054	33793763	33795963	2201	+	446	upstream	446	CEBPA-DT
chr19	36359267	36359297	31	*	X2203	333	36359138	36370699	11562	+	0	inside	128	APLP1
chr19	38810685	38810721	37	*	X2205	9424	38810484	38819649	9166	+	0	inside	200	KCNK6
chr19	39989762	39989790	29	*	X2207	10683	39989557	39999121	9565	+	0	inside	204	DLL3
chr19	44144235	44144316	82	*	X2216	199731	44126522	44143991	17470	-	243	upstream	243	CADM4
chr19	49623460	49623495	36	*	X2229	55150	49621654	49622397	744	-	1062	upstream	1062	C19orf73
chr19	55691459	55691803	345	*	X2234	6861	55684469	55691720	7252	-	0	overlapStart	0	SYT5
chr20	1165864	1165949	86	*	X2246	55321	1161215	1165117	3903	-	746	upstream	746	TMEM74B
chr20	2820679	2821017	339	*	X2251	64601	2821373	2847378	26006	+	355	upstream	355	VPS16
chr20	2821047	2821278	232	*	X2252	64601	2821373	2847378	26006	+	94	upstream	94	VPS16
chr20	13202564	13202574	11	*	X2253	140862	13202418	13281297	78880	+	0	inside	145	ISM1
chr20	13976678	13976976	299	*	X2254	80343	13830044	13975979	145936	-	698	upstream	698	SEL1L2
chr20	19192475	19192489	15	*	X2255	57419	19193290	19703541	510252	+	800	upstream	800	SLC24A3
chr20	26188610	26189341	732	*	X2262	724033	26188822	26188914	93	-	0	includeFeature	0	MIR663A
chr20	26189909	26190120	212	*	X2263	284801	26167655	26189869	22215	-	39	upstream	39	MIR663AHG
chr20	26189909	26190120	212	*	X2263	724033	26188822	26188914	93	-	994	upstream	994	MIR663A
chr20	34359546	34359557	12	*	X2272	51230	34359923	34538288	178366	+	365	upstream	365	PHF20
chr20	34359639	34359741	103	*	X2273	51230	34359923	34538288	178366	+	181	upstream	181	PHF20
chr20	39317776	39317803	28	*	X2278	9935	39314517	39317876	3360	-	0	inside	72	MAFB
chr20	39317828	39317840	13	*	X2279	9935	39314517	39317876	3360	-	0	inside	35	MAFB
chr20	44936978	44937060	83	*	X2282	64405	44802372	44937137	134766	-	0	inside	76	CDH22
chr20	46415390	46415469	80	*	X2283	55959	46286150	46415360	129211	-	29	upstream	29	SULF2
chr20	49639511	49639529	19	*	X2287	3755	49620193	49639675	19483	-	0	inside	145	KCNG1
chr20	49639745	49639782	38	*	X2288	3755	49620193	49639675	19483	-	69	upstream	69	KCNG1
chr20	55204111	55204232	122	*	X2289	7022	55204358	55214338	9981	+	125	upstream	125	TFAP2C
chr20	55204250	55204259	10	*	X2290	7022	55204358	55214338	9981	+	98	upstream	98	TFAP2C
chr20	55841959	55841974	16	*	X2293	655	55743809	55841707	97899	-	251	upstream	251	BMP7
chr20	55842079	55842115	37	*	X2294	655	55743809	55841707	97899	-	371	upstream	371	BMP7
chr20	57089589	57090056	468	*	X2295	149773	57090435	57194948	104514	+	378	upstream	378	APCDD1L-DT
chr20	57089589	57090056	468	*	X2295	164284	57034426	57089949	55524	-	0	overlapStart	0	APCDD1L
chr20	57090068	57090241	174	*	X2296	149773	57090435	57194948	104514	+	193	upstream	193	APCDD1L-DT
chr20	57090068	57090241	174	*	X2296	164284	57034426	57089949	55524	-	118	upstream	118	APCDD1L
chr20	57090264	57090289	26	*	X2297	149773	57090435	57194948	104514	+	145	upstream	145	APCDD1L-DT
chr20	57090264	57090289	26	*	X2297	164284	57034426	57089949	55524	-	314	upstream	314	APCDD1L
chr20	57874884	57874894	11	*	X2301	1908	57875499	57901047	25549	+	604	upstream	604	EDN3
chr20	58508171	58508263	93	*	X2302	10388	58438618	58507209	68592	-	961	upstream	961	SYCP2
chr20	58508171	58508263	93	*	X2302	63939	58508819	58523702	14884	+	555	upstream	555	FAM217B
chr20	58508341	58508544	204	*	X2303	10388	58438618	58507209	68592	-	1131	upstream	1131	SYCP2
chr20	58508341	58508544	204	*	X2303	63939	58508819	58523702	14884	+	274	upstream	274	FAM217B
chr20	61147821	61148018	198	*	X2304	128826	61147660	61167971	20312	+	0	inside	160	MIR1-1HG
chr20	61427583	61427650	68	*	X2306	55257	61427805	61431945	4141	+	154	upstream	154	MRGBP
chr20	61734592	61734618	27	*	X2308	768097	61726845	61733671	6827	-	920	upstream	920	HAR1B
chr20	62130701	62130711	11	*	X2309	1917	62119365	62130668	11304	-	32	upstream	32	EEF1A2
chr21	22370341	22370504	164	*	X2312	4685	22370633	22912517	541885	+	128	upstream	128	NCAM2
chr21	38071434	38071668	235	*	X2323	6493	38071991	38122510	50520	+	322	upstream	322	SIM2
chr21	38071687	38071820	134	*	X2324	6493	38071991	38122510	50520	+	170	upstream	170	SIM2
chr21	38446128	38446323	196	*	X2325	51227	38437664	38445458	7795	-	669	upstream	669	PIGP
chr21	43187278	43187494	217	*	X2326	54101	43159529	43187249	27721	-	28	upstream	28	RIPK4
chr21	43187508	43187539	32	*	X2327	54101	43159529	43187249	27721	-	258	upstream	258	RIPK4
chr21	46494940	46495480	541	*	X2329	728039	46490871	46493126	2256	-	1813	upstream	1813	SSR4P1
chr22	18507052	18507109	58	*	X2336	57553	18270416	18507325	236910	-	0	inside	215	MICAL3
chr22	18507185	18507203	19	*	X2337	57553	18270416	18507325	236910	-	0	inside	121	MICAL3
chr22	18507315	18507358	44	*	X2338	57553	18270416	18507325	236910	-	0	overlapStart	0	MICAL3
chr22	18507394	18507471	78	*	X2339	57553	18270416	18507325	236910	-	68	upstream	68	MICAL3
chr22	18593141	18593163	23	*	X2340	51807	18593453	18614498	21046	+	289	upstream	289	TUBA8
chr22	18593180	18593207	28	*	X2341	51807	18593453	18614498	21046	+	245	upstream	245	TUBA8
chr22	29876034	29876072	39	*	X2355	4744	29876181	29887277	11097	+	108	upstream	108	NEFH
chr22	29876110	29876163	54	*	X2356	4744	29876181	29887277	11097	+	17	upstream	17	NEFH
chr22	37099715	37099885	171	*	X2359	10369	36956916	37098690	141775	-	1024	upstream	1024	CACNG2
chr22	39852692	39852891	200	*	X2370	4248	39853325	39888199	34875	+	433	upstream	433	MGAT3
chr22	43253466	43253729	264	*	X2373	26286	43192532	43253408	60877	-	57	upstream	57	ARFGAP3
chr22	43740533	43740568	36	*	X2374	80274	43599229	43739394	140166	-	1138	upstream	1138	SCUBE1
chr22	45097774	45097790	17	*	X2376	553158	45098078	45258664	160587	+	287	upstream	287	PRR5-ARHGAP8
chr22	45097845	45097922	78	*	X2377	553158	45098078	45258664	160587	+	155	upstream	155	PRR5-ARHGAP8
chr22	46546687	46546706	20	*	X2378	5465	46546499	46639653	93155	+	0	inside	187	PPARA
chr22	46546720	46546860	141	*	X2379	5465	46546499	46639653	93155	+	0	inside	220	PPARA
chr22	50709278	50709433	156	*	X2382	5600	50702142	50709340	7199	-	0	overlapStart	0	MAPK11
chr22	51038554	51038834	281	*	X2383	23542	51039131	51049979	10849	+	296	upstream	296	MAPK8IP2
chrX	20134933	20134948	16	*	X2385	256714	20024831	20135114	110284	-	0	inside	165	MAP7D2
chrX	20134968	20135367	400	*	X2386	256714	20024831	20135114	110284	-	0	overlapStart	0	MAP7D2
chrX	71352084	71352137	54	*	X2391	340526	71346961	71351751	4791	-	332	upstream	332	RTL5
chrX	107019275	107019300	26	*	X2396	1831	106956452	107019202	62751	-	72	upstream	72	TSC22D3
chrX	111326019	111326092	74	*	X2397	340595	111326253	111700473	374221	+	160	upstream	160	RTL4
chrX	111326019	111326092	74	*	X2397	7224	111017542	111326004	308463	-	14	upstream	14	TRPC5
chrX	129305861	129306042	182	*	X2403	9363	129305773	129318844	13072	+	0	inside	87	RAB33A
